idtimemania;tmmconc;tmmdata;tmmlocal;tmmpremioest;tmmpr07;tmmpr06;tmmpr05;tmmpr04;tmmpr03;tmmprtime;tmmgan07;tmmgan06;tmmgan05;tmmgan04;tmmgan03;tmmgantime;tmmd01;tmmd02;tmmd03;tmmd04;tmmd05;tmmd06;tmmd07;tmmdtime;tmmcidadesgan
1314;1314;2019-04-04;SÃO PAULO, SP;6.850.000,00;0,00;22.712,45;1.111,17;6;2;5;0;5;146;3.238;33.596;8.297;2;41;44;56;58;66;69;MARÍLIA/SP;
1315;1315;2019-04-06;SÃO PAULO, SP;7.100.000,00;0,00;21.490,45;848,08;6;2;5;0;5;181;3.738;37.485;24.649;1;13;22;24;39;73;75;ATLÉTICO/MG;
1316;1316;2019-04-09;SÃO PAULO, SP;7.400.000,00;0,00;28.851,02;792,61;6;2;5;0;4;208;3.962;37.862;7.670;7;10;12;30;41;67;70;TUNA LUSO/PA;
1317;1317;2019-04-11;SÃO PAULO, SP;7.700.000,00;0,00;120.018,87;1.279,51;6;2;5;0;1;134;2.895;30.530;11.991;22;29;30;39;42;64;70;TREZE/PB;
1318;1318;2019-04-13;SÃO PAULO, SP;8.000.000,00;0,00;59.366,20;750,52;6;2;5;0;2;226;3.941;38.061;7.434;9;13;39;57;66;70;77;SÃO RAIMUNDO/AM;
1319;1319;2019-04-16;SÃO PAULO, SP;8.600.000,00;0,00;43.431,66;1.082,18;6;2;5;0;3;172;3.907;40.059;6.290;5;9;30;41;57;58;79;VILLA NOVA/MG;
1320;1320;2019-04-18;SÃO PAULO, SP;9.000.000,00;0,00;21.433,54;827,54;6;2;5;0;6;222;4.139;40.345;12.931;19;39;46;51;63;66;69;LONDRINA/PR;
1321;1321;2019-04-20;SÃO PAULO, SP;9.200.000,00;0,00;0,00;813,91;6;2;5;0;0;166;3.007;28.543;6.846;7;10;21;35;62;63;65;INTER LIMEIRA/SP;
1322;1322;2019-04-23;SÃO PAULO, SP;9.600.000,00;0,00;26.220,00;717,56;6;2;5;0;5;261;4.806;44.836;10.743;5;12;21;51;54;58;73;JI-PARANÁ / RO;
1323;1323;2019-04-25;SÃO PAULO, SP;10.000.000,00;0,00;17.298,07;724,14;6;2;5;0;8;273;5.163;46.224;11.671;9;12;21;24;54;62;64;RIVER/PI;
1324;1324;2019-04-27;SÃO PAULO, SP;10.600.000,00;0,00;22.308,74;853,65;6;2;5;0;6;224;4.411;42.484;17.186;17;21;36;42;49;69;76;ABC/RN;
1325;1325;2019-04-30;SÃO PAULO, SP;100.000,00;10.731.672,64;24.210,80;902,26;6;2;5;1;6;230;4.500;45.485;12.352;4;5;6;22;40;62;63;BANGU/RJ;
1326;1326;2019-05-02;SÃO PAULO, SP;200.000,00;0,00;21.183,91;945,71;6;2;5;0;2;64;1.347;12.981;4.853;2;16;20;22;31;40;74;AVAÍ/SC;
1327;1327;2019-05-04;SÃO PAULO, SP;350.000,00;0,00;53.381,99;1.003,42;6;2;5;0;1;76;1.502;15.020;4.006;20;33;45;57;61;62;63;MOTO CLUBE/MA;
1328;1328;2019-05-08;SÃO PAULO, SP;500.000,00;0,00;29.424,02;718,53;6;2;5;0;2;117;2.042;19.425;8.240;3;11;29;49;52;59;67;VITÓRIA/BA;
1329;1329;2019-05-09;SÃO PAULO, SP;850.000,00;0,00;41.071,75;1.333,49;6;2;5;0;1;44;850;9.970;3.134;32;42;50;52;59;64;69;ITUANO/SP;
1330;1330;2019-05-11;SÃO PAULO, SP;1.000.000,00;0,00;25.768,42;856,09;6;2;5;0;2;86;1.588;15.671;8.189;2;39;45;50;53;66;77;GOIÁS/GO;
1331;1331;2019-05-14;SÃO PAULO, SP;1.100.000,00;0,00;0,00;831,49;6;2;5;0;0;96;1.826;18.263;5.936;10;20;24;29;43;55;76;SPORT/PE;
1332;1332;2019-05-16;SÃO PAULO, SP;1.300.000,00;0,00;31.802,08;857,19;6;2;5;0;2;106;2.221;21.920;5.568;7;19;20;64;65;71;80;AMÉRICA/RJ;
1333;1333;2019-05-18;SÃO PAULO, SP;1.500.000,00;0,00;13.425,63;484,32;6;2;5;0;5;198;2.984;22.397;6.104;10;36;64;71;75;76;80;AMÉRICA/MG;
1334;1334;2019-05-21;SÃO PAULO, SP;1.800.000,00;0,00;0,00;798,04;6;2;5;0;0;112;2.093;20.500;8.112;1;6;20;21;49;50;54;CEARÁ/CE;
1335;1335;2019-05-23;SÃO PAULO, SP;2.000.000,00;0,00;20.723,46;1.168,61;6;2;5;0;3;76;2.043;20.571;13.154;2;28;36;49;64;70;80;FLUMINENSE/RJ;
1336;1336;2019-05-25;SÃO PAULO, SP;2.150.000,00;0,00;11.893,95;822,16;6;2;5;0;6;124;2.665;24.291;3.910;2;9;16;20;42;45;47;SÃO RAIMUNDO/AM;
1337;1337;2019-05-28;SÃO PAULO, SP;1.000.000,00;0,00;65.716,97;877,39;6;2;5;0;1;107;2.238;21.992;2.672;12;18;35;49;56;59;80;UNIÃO BARBARENSE/SP;
1338;1338;2019-05-30;SÃO PAULO, SP;2.500.000,00;0,00;15.845,27;953,09;6;2;5;0;4;95;2.018;19.894;8.529;21;35;47;54;55;58;59;VITÓRIA/BA;
1339;1339;2019-06-01;SÃO PAULO, SP;2.800.000,00;0,00;11.810,07;1.137,40;6;2;5;0;6;89;1.982;20.908;9.196;8;15;36;41;51;66;67;VITÓRIA/BA;
1340;1340;2019-06-04;SÃO PAULO, SP;3.100.000,00;0,00;11.584,09;992,92;6;2;5;0;6;100;2.246;22.778;25.089;21;43;44;51;59;65;73;PALMEIRAS/SP;
1341;1341;2019-06-06;SÃO PAULO, SP;3.300.000,00;0,00;17.940,58;647,20;6;2;5;0;5;198;3.372;31.194;6.993;13;16;28;42;44;50;77;MOTO CLUBE/MA;
1342;1342;2019-06-08;SÃO PAULO, SP;3.500.000,00;0,00;11.963,52;738,48;6;2;5;0;7;162;3.104;29.708;7.946;6;13;20;54;56;58;65;AMÉRICA/RN;
1343;1343;2019-06-11;SÃO PAULO, SP;3.700.000,00;0,00;16.507,97;966,50;6;2;5;0;5;122;2.341;24.076;3.726;7;34;53;54;64;73;75;PAULISTA/SP;
1344;1344;2019-06-13;SÃO PAULO, SP;4.100.000,00;0,00;26.250,05;1.081,73;6;2;5;0;3;104;2.199;22.770;6.140;6;22;33;61;65;66;76;ITUANO/SP;
1345;1345;2019-06-15;SÃO PAULO, SP;4.300.000,00;0,00;41.695,35;783,74;6;2;5;0;2;152;2.987;28.378;11.217;12;23;35;39;65;73;80;VITÓRIA/BA;
1346;1346;2019-06-18;SÃO PAULO, SP;4.500.000,00;0,00;13.601,61;826,84;6;2;5;0;6;141;2.961;28.776;20.593;2;5;33;34;38;40;44;INTERNACIONAL/RS;
1347;1347;2019-06-22;SÃO PAULO, SP;4.800.000,00;0,00;38.305,82;1.094,45;6;2;5;0;3;150;2.957;30.501;7.621;22;38;41;44;51;52;70;CSA/AL;
1348;1348;2019-06-25;SÃO PAULO, SP;5.200.000,00;0,00;0,00;950,10;6;2;5;0;0;150;2.797;28.753;7.217;1;25;47;59;68;69;72;JI-PARANÁ / RO;
1349;1349;2019-06-27;SÃO PAULO, SP;5.700.000,00;0,00;103.494,78;912,65;6;2;5;0;1;162;3.134;30.868;11.897;14;15;20;21;37;41;74;TREZE/PB;
1350;1350;2019-06-29;SÃO PAULO, SP;5.900.000,00;0,00;17.066,65;803,76;6;2;5;0;6;182;2.892;29.705;15.072;25;26;42;50;68;69;70;GOIÁS/GO;
1351;1351;2019-07-02;SÃO PAULO, SP;6.200.000,00;0,00;112.152,47;948,03;6;2;5;0;1;169;3.369;34.372;5.903;14;19;28;30;44;64;76;DESPORTIVA/ES;
1352;1352;2019-07-04;SÃO PAULO, SP;6.500.000,00;0,00;14.559,18;815,64;6;2;5;0;8;204;3.669;35.692;7.948;6;9;15;28;31;60;67;CRICIÚMA/SC;
1353;1353;2019-07-06;SÃO PAULO, SP;6.900.000,00;0,00;23.522,96;1.126,39;6;2;5;0;6;179;3.897;39.306;9.064;1;20;34;35;38;64;65;TUNA LUSO/PA;
1354;1354;2019-07-09;SÃO PAULO, SP;7.400.000,00;0,00;25.318,49;958,12;6;2;5;0;4;151;3.472;33.478;28.170;1;8;29;30;31;36;79;SÃO PAULO/SP;
1355;1355;2019-07-11;SÃO PAULO, SP;7.700.000,00;0,00;23.684,24;805,58;6;2;5;0;5;210;4.194;37.112;17.934;4;10;21;40;61;68;71;GOIÁS/GO;
1356;1356;2019-07-13;SÃO PAULO, SP;8.000.000,00;0,00;141.437,64;1.181,60;6;2;5;0;1;171;3.602;37.823;11.455;8;31;40;43;49;50;70;RIVER/PI;
1357;1357;2019-07-16;SÃO PAULO, SP;8.400.000,00;0,00;19.756,16;745,51;6;2;5;0;7;265;4.507;43.009;13.497;11;16;29;32;35;65;67;GUARANI/SP;
1358;1358;2019-07-18;SÃO PAULO, SP;8.800.000,00;0,00;23.576,93;1.010,43;6;2;5;0;6;200;4.025;38.517;10.332;15;20;38;61;66;67;68;SÃO CAETANO/SP;
1359;1359;2019-07-20;SÃO PAULO, SP;9.500.000,00;0,00;36.066,17;976,74;6;2;5;0;4;211;3.968;40.656;8.739;1;41;43;53;69;71;72;SÃO RAIMUNDO/AM;
1360;1360;2019-07-23;SÃO PAULO, SP;10.000.000,00;0,00;24.710,88;928,98;6;2;5;0;6;228;4.837;46.412;18.059;4;18;54;63;66;74;75;SANTA CRUZ/PE;
1361;1361;2019-07-25;SÃO PAULO, SP;10.300.000,00;0,00;23.777,09;769,07;6;2;5;0;6;265;4.871;47.623;29.780;33;35;37;43;62;65;79;BAHIA/BA;
1362;1362;2019-07-27;SÃO PAULO, SP;10.700.000,00;0,00;26.130,01;1.001,14;6;2;5;0;7;261;5.867;57.851;13.758;11;14;38;47;49;54;80;CRICIÚMA/SC;
1363;1363;2019-07-30;SÃO PAULO, SP;11.200.000,00;0,00;12.475,39;610,04;6;2;5;0;14;409;6.633;59.153;20.657;6;9;28;32;35;56;59;SANTA CRUZ/PE;
1364;1364;2019-08-01;SÃO PAULO, SP;12.000.000,00;0,00;26.342,54;848,84;6;2;5;0;6;266;5.349;55.201;67.225;1;26;27;32;38;55;61;CORINTHIANS/SP;
1365;1365;2019-08-03;SÃO PAULO, SP;12.500.000,00;0,00;16.515,93;790,86;6;2;5;0;12;358;6.648;63.790;11.069;6;13;36;45;50;55;74;XV PIRACICABA/SP;
1366;1366;2019-08-06;SÃO PAULO, SP;100.000,00;12.577.897,46;89.624,10;815,50;6;2;5;1;2;314;5.895;55.461;18.776;17;35;38;60;64;73;77;CORITIBA/PR;
1367;1367;2019-08-08;SÃO PAULO, SP;300.000,00;0,00;17.787,47;1.030,16;6;2;5;0;3;74;1.722;16.781;7.272;7;38;50;53;65;73;80;ATLÉTICO/GO;
1368;1368;2019-08-10;SÃO PAULO, SP;450.000,00;0,00;0,00;1.163,85;6;2;5;0;0;66;1.456;14.332;6.722;21;39;50;55;64;71;78;ATHLÉTICO/PR;
1369;1369;2019-08-13;SÃO PAULO, SP;900.000,00;0,00;55.404,31;1.181,32;6;2;5;0;1;67;1.714;17.724;2.398;3;7;8;50;63;70;71;DESPORTIVA/ES;
1370;1370;2019-08-15;SÃO PAULO, SP;1.000.000,00;0,00;0,00;938,83;6;2;5;0;0;81;1.273;13.366;8.118;21;30;39;40;41;70;76;VITÓRIA/BA;
1371;1371;2019-08-17;SÃO PAULO, SP;1.200.000,00;0,00;20.577,02;1.116,29;6;2;5;0;3;79;1.678;17.432;3.766;7;23;40;45;51;70;78;CSA/AL;
1372;1372;2019-08-20;SÃO PAULO, SP;1.300.000,00;0,00;19.519,88;919,30;6;2;5;0;3;91;1.973;19.733;4.384;4;7;8;50;61;69;77;IPATINGA/MG;
1373;1373;2019-08-22;SÃO PAULO, SP;1.500.000,00;0,00;26.882,87;783,75;6;2;5;0;2;98;1.873;17.641;11.196;5;21;23;53;59;62;64;FORTALEZA/CE;
1374;1374;2019-08-24;SÃO PAULO, SP;1.700.000,00;0,00;20.137,60;1.250,78;6;2;5;0;3;69;1.689;16.977;4.542;6;12;43;51;61;62;65;VILA NOVA/GO;
1375;1375;2019-08-27;SÃO PAULO, SP;2.000.000,00;0,00;27.635,56;797,56;6;2;5;0;2;99;1.851;17.198;4.204;8;15;44;54;55;59;60;ITUANO/SP;
1376;1376;2019-08-29;SÃO PAULO, SP;2.100.000,00;0,00;0,00;1.200,64;6;2;5;0;0;69;1.677;17.078;4.188;3;4;35;37;60;74;75;INTER LIMEIRA/SP;
1377;1377;2019-08-31;SÃO PAULO, SP;2.300.000,00;0,00;65.369,45;1.393,80;6;2;5;0;1;67;1.754;18.742;4.744;8;32;43;52;53;59;79;VILA NOVA/GO;
1378;1378;2019-09-03;SÃO PAULO, SP;2.500.000,00;0,00;10.186,63;632,70;6;2;5;0;6;138;2.267;21.301;2.899;3;5;15;44;49;55;70;XV PIRACICABA/SP;
1379;1379;2019-09-05;SÃO PAULO, SP;2.800.000,00;0,00;34.136,79;920,12;6;2;5;0;2;106;2.024;20.420;5.622;15;35;37;46;47;49;58;JOINVILLE/SC;
1380;1380;2019-09-10;SÃO PAULO, SP;3.000.000,00;0,00;18.433,09;563,27;6;2;5;0;4;187;2.924;27.530;25.131;19;22;40;44;51;56;65;SANTOS/SP;
1381;1381;2019-09-12;SÃO PAULO, SP;3.200.000,00;0,00;77.545,21;971,74;6;2;5;0;1;114;2.445;24.206;4.178;12;14;30;54;55;62;80;UBERLÂNDIA/MG;
1382;1382;2019-09-14;SÃO PAULO, SP;3.350.000,00;0,00;17.199,28;963,54;6;2;5;0;4;102;2.400;23.923;15.841;33;38;43;45;49;53;80;CRUZEIRO/MG;
1383;1383;2019-09-17;SÃO PAULO, SP;1.000.000,00;0,00;14.711,57;1.020,21;6;2;5;0;5;103;2.057;20.467;3.163;32;33;37;41;46;57;63;U.BARBARENSE/SP;
1384;1384;2019-09-19;SÃO PAULO, SP;3.900.000,00;0,00;70.606,91;806,93;6;2;5;0;1;125;2.443;23.462;5.892;4;16;17;27;31;54;56;AMÉRICA/RN;
1385;1385;2019-09-21;SÃO PAULO, SP;4.100.000,00;0,00;19.008,96;1.448,30;6;2;5;0;4;75;1.943;20.282;4.245;14;22;25;41;51;63;78;NACIONAL/AM;
1386;1386;2019-09-24;SÃO PAULO, SP;4.200.000,00;0,00;64.391,66;779,56;6;2;5;0;1;118;1.975;19.810;14.619;1;9;32;39;61;73;79;FLUMINENSE/RJ;
1387;1387;2019-09-26;SÃO PAULO, SP;4.500.000,00;0,00;21.121,75;778,68;6;2;5;0;4;155;2.892;27.725;10.427;7;26;28;29;34;65;69;ATLÉTICO/GO;
1388;1388;2019-09-28;SÃO PAULO, SP;4.700.000,00;0,00;11.226,47;791,99;6;2;5;0;8;162;2.824;27.489;11.016;14;27;31;42;47;59;66;TREZE/PB;
1389;1389;2019-10-01;SÃO PAULO, SP;5.200.000,00;0,00;19.849,88;920,68;6;2;5;0;5;154;3.255;31.373;4.915;1;15;21;23;24;57;79;PAULISTA/SP;
1390;1390;2019-10-03;SÃO PAULO, SP;5.400.000,00;0,00;16.609,07;1.259,85;6;2;5;0;6;113;2.841;28.047;9.354;15;43;52;60;62;65;77;…;
1391;1391;2019-10-05;SÃO PAULO, SP;5.700.000,00;0,00;104.604,62;1.075,07;6;2;5;0;1;139;2.859;29.199;7.504;9;11;39;51;61;72;76;…;
1392;1392;2019-10-08;SÃO PAULO, SP;5.900.000,00;0,00;15.746,32;597,20;6;2;5;0;6;226;4.098;34.957;7.597;3;13;33;34;45;47;63;…;
1393;1393;2019-10-10;SÃO PAULO, SP;6.200.000,00;0,00;10.893,05;800,30;6;2;5;0;9;175;3.089;27.727;6.593;16;31;44;48;56;62;70;…;
1394;1394;2019-10-15;SÃO PAULO, SP;6.700.000,00;0,00;38.401,65;810,73;6;2;5;0;3;203;4.056;38.832;8.660;3;6;12;32;46;59;80;…;
1395;1395;2019-10-17;SÃO PAULO, SP;7.000.000,00;0,00;46.591,09;765,04;6;2;5;0;2;174;3.523;32.500;19.731;1;13;51;52;55;58;71;…..;
1396;1396;2019-10-19;SÃO PAULO, SP;7.200.000,00;0,00;14.106,72;1.230,68;6;2;5;0;8;131;3.107;30.510;6.199;7;31;34;39;61;68;72;…;
1397;1397;2019-10-22;SÃO PAULO, SP;7.500.000,00;0,00;48.166,12;929,84;6;2;5;0;2;148;2.879;28.745;8.454;1;2;29;56;58;65;74;…;
1398;1398;2019-10-24;SÃO PAULO, SP;7.700.000,00;0,00;29.708,62;950,16;6;2;5;0;3;134;2.453;26.176;11.447;5;22;25;40;61;66;76;…;
1399;1399;2019-10-26;SÃO PAULO, SP;8.200.000,00;0,00;104.827,27;1.125,96;6;2;5;0;1;133;3.007;29.758;7.950;4;15;29;39;52;66;70;…;
1400;1400;2019-10-29;SÃO PAULO, SP;8.400.000,00;0,00;24.677,99;881,35;6;2;5;0;4;160;3.060;30.658;8.014;2;5;22;35;51;62;76;MARÍLIA/SP;
1401;1401;2019-10-31;SÃO PAULO, SP;8.800.000,00;0,00;33.319,53;634,65;6;2;5;0;3;225;3.909;36.268;6.309;9;12;28;55;57;69;77;SÃO RAIMUNDO/AM;
1402;1402;2019-11-05;SÃO PAULO, SP;9.100.000,00;0,00;44.208,01;1.222,34;6;2;5;0;3;155;3.914;39.476;12.461;6;31;49;55;58;62;69;REMO/PA;
1403;1403;2019-11-07;SÃO PAULO, SP;9.300.000,00;0,00;26.727,33;756,07;6;2;5;0;4;202;4.037;38.305;20.642;13;16;25;48;52;57;68;…;
1404;1404;2019-11-09;SÃO PAULO, SP;10.000.000,00;0,00;15.584,96;824,60;6;2;5;0;7;189;3.940;37.676;23.475;2;21;28;56;58;69;71;CRUZEIRO/MG;
1405;1405;2019-11-12;SÃO PAULO, SP;10.300.000,00;0,00;71.767,36;1.385,47;9;3;7,5;0;2;148;3.092;29.393;5.993;12;22;63;65;66;69;73;…;
1406;1406;2019-11-14;SÃO PAULO, SP;10.600.000,00;0,00;24.158,61;1.225,28;9;3;7,5;0;6;169;3.230;29.563;8.420;46;49;54;64;68;75;80;REMO/PA;
1407;1407;2019-11-16;SÃO PAULO, SP;10.900.000,00;0,00;22.310,72;1.062,41;9;3;7,5;0;5;150;2.814;24.734;8.514;9;14;27;39;42;51;77;AVAÍ/SC;
1408;1408;2019-11-19;SÃO PAULO, SP;11.200.000,00;0,00;14.032,04;742,43;9;3;7,5;0;8;216;3.556;31.918;28.798;6;12;19;46;48;52;76;PALMEIRAS/SP;
1409;1409;2019-11-21;SÃO PAULO, SP;11.800.000,00;0,00;20.538,40;987,42;9;3;7,5;0;7;208;3.205;30.593;8.086;8;16;24;51;54;72;79;…;
1410;1410;2019-11-23;SÃO PAULO, SP;12.300.000,00;0,00;40.686,83;1.637,29;9;3;7,5;0;4;142;3.232;31.493;7.922;37;38;39;42;63;69;71;…;
1411;1411;2019-11-26;SÃO PAULO, SP;12.700.000,00;0,00;47.140,38;1.116,18;9;3;7,5;0;3;181;3.420;33.796;31.194;22;27;35;55;62;64;74;GRÊMIO/RS;
1412;1412;2019-11-28;SÃO PAULO, SP;13.100.000,00;0,00;25.534,35;943,38;9;3;7,5;0;6;232;3.960;35.203;16.398;3;19;38;43;46;64;68;GOIÁS/GO;
1413;1413;2019-11-30;SÃO PAULO, SP;13.500.000,00;0,00;156.885,85;1.288,06;9;3;7,5;0;1;174;3.744;35.695;15.521;3;25;28;45;50;67;77;GOIÁS/GO;
1414;1414;2019-12-03;SÃO PAULO, SP;14.400.000,00;0,00;92.022,70;1.528,61;9;3;7,5;0;2;172;3.702;36.933;8.994;11;25;27;37;38;51;75;FIGUEIRENSE/SC;
1415;1415;2019-12-05;SÃO PAULO, SP;14.800.000,00;0,00;38.837,31;1.681,26;9;3;7,5;0;5;165;3.363;34.267;10.487;30;31;34;40;45;66;78;…;
1416;1416;2019-12-07;SÃO PAULO, SP;15.500.000,00;0,00;34.326,14;1.114,48;9;3;7,5;0;6;264;4.591;44.090;16.127;4;9;20;21;40;43;79;SANTA CRUZ/PE;
1417;1417;2019-12-10;SÃO PAULO, SP;15.800.000,00;0,00;44.148,92;1.242,75;9;3;7,5;0;4;203;4.379;43.417;23.012;5;8;18;42;45;46;53;FORTALEZA/CE;
1418;1418;2019-12-12;SÃO PAULO, SP;16.400.000,00;0,00;106.809,97;1.589,43;9;3;7,5;0;2;192;3.715;38.834;10.591;11;15;30;52;59;70;76;PONTE PRETA/SP;
1419;1419;2019-12-14;SÃO PAULO, SP;17.400.000,00;0,00;41.387,75;1.005,53;9;3;7,5;0;5;294;5.158;47.797;8.466;13;49;54;55;57;63;69;…;
1420;1420;2019-12-17;SÃO PAULO, SP;17.800.000,00;0,00;48.675,79;1.503,49;9;3;7,5;0;4;185;3.921;40.747;11.892;2;4;8;45;65;75;76;…;
1421;1421;2019-12-19;SÃO PAULO, SP;18.300.000,00;0,00;36.364,07;835,18;9;3;7,5;0;5;311;4.820;44.790;26.375;9;17;32;38;45;53;72;ATLÉTICO/MG.;
1422;1422;2019-12-21;SÃO PAULO, SP;18.800.000,00;0,00;43.457,99;1.309,76;9;3;7,5;0;5;237;4.614;45.093;15.705;4;12;30;42;58;65;75;…;
1423;1423;2019-12-24;SÃO PAULO, SP;19.200.000,00;0,00;29.839,30;833,11;9;3;7,5;0;6;307;4.930;45.830;24.932;11;15;19;35;52;56;75;BAHIA/BA;
1424;1424;2019-12-26;SÃO PAULO, SP;20.200.000,00;0,00;35.930,44;1.734,09;9;3;7,5;0;5;148;3.409;34.842;14.152;2;6;17;30;32;37;61;AVAÍ/SC;
1425;1425;2019-12-28;SÃO PAULO, SP;20.600.000,00;0,00;40.841,80;1.326,03;9;3;7,5;0;5;220;4.114;41.626;27.156;21;27;34;55;65;68;70;BAHIA/BA;
1426;1426;2019-12-30;SÃO PAULO, SP;21.000.000,00;0,00;49.262,69;1.851,98;9;3;7,5;0;3;114;2.915;28.328;7.068;32;33;35;42;56;67;70;PAYSANDU/PA;
1427;1427;2020-01-03;SÃO PAULO, SP;21.800.000,00;0,00;89.394,61;1.424,23;9;3;7,5;0;3;269;5.233;51.326;12.069;11;15;26;47;50;71;79;…….;
1428;1428;2020-01-04;SÃO PAULO, SP;22.300.000,00;0,00;31.135,71;1.102,79;9;3;7,5;0;6;242;4.492;43.492;11.845;1;17;19;37;44;45;50;…;
1429;1429;2020-01-07;SÃO PAULO, SP;23.800.000,00;0,00;26.157,35;1.414,54;9;3;7,5;0;12;317;5.885;59.446;16.668;1;53;55;67;68;77;78;…;
1430;1430;2020-01-09;SÃO PAULO, SP;24.500.000,00;0,00;39.567,78;1.060,79;9;3;7,5;0;7;373;6.821;67.273;59.327;10;18;43;48;51;61;80;SANTOS/SP;
1431;1431;2020-01-11;SÃO PAULO, SP;25.300.000,00;0,00;39.645,88;1.029,76;9;3;7,5;0;7;385;7.266;70.107;63.139;24;25;37;44;49;54;59;…;
1432;1432;2020-01-14;SÃO PAULO, SP;26.000.000,00;0,00;35.664,75;1.317,66;9;3;7,5;0;9;348;6.621;64.986;26.975;7;26;46;48;50;64;78;…;
1433;1433;2020-01-16;SÃO PAULO, SP;27.000.000,00;0,00;110.293,25;1.449,95;9;3;7,5;0;3;326;6.705;65.980;21.583;8;35;42;53;61;69;78;…;
1434;1434;2020-01-18;SÃO PAULO, SP;28.500.000,00;0,00;47.535,60;1.179,54;9;3;7,5;0;7;403;7.478;68.110;18.476;26;33;50;51;69;77;78;IPATINGA/MG;
1435;1435;2020-01-21;SÃO PAULO, SP;100.000,00;28.583.279,79;33.815,68;1.006,41;9;3;7,5;1;9;432;7.770;72.443;54.721;2;8;15;22;39;52;73;GRÊMIO/RS;
1436;1436;2020-01-23;SÃO PAULO, SP;300.000,00;0,00;71.258,30;1.339,44;9;3;7,5;0;1;76;1.691;16.914;4.026;7;12;13;18;64;68;78;JOINVILLE/SC;
1437;1437;2020-01-25;SÃO PAULO, SP;500.000,00;0,00;68.079,24;1.389,37;9;3;7,5;0;1;70;1.379;13.138;1.876;15;17;26;30;46;58;80;DESPORTIVA/ES;
1438;1438;2020-01-28;SÃO PAULO, SP;650.000,00;0,00;63.406,82;1.484,93;9;3;7,5;0;1;61;1.122;11.469;2.202;8;11;18;34;41;61;66;SÃO RAIMUNDO/AM;
1439;1439;2020-01-30;SÃO PAULO, SP;1.100.000,00;0,00;57.688,20;1.396,80;9;3;7,5;0;1;59;1.150;11.859;8.642;2;26;27;30;43;49;60;…;
1440;1440;2020-02-01;SÃO PAULO, SP;1.350.000,00;0,00;0,00;1.517,54;9;3;7,5;0;0;69;1.325;13.734;3.272;3;29;43;51;66;68;71;CRB/AL;
1441;1441;2020-02-04;SÃO PAULO, SP;1.500.000,00;0,00;72.564,02;1.860,62;9;3;7,5;0;1;39;1.069;11.401;3.131;20;26;35;36;41;64;70;PONTE PRETA/SP;
1442;1442;2020-02-06;SÃO PAULO, SP;1.800.000,00;0,00;39.473,90;1.409,78;9;3;7,5;0;2;80;1.507;15.524;3.306;11;17;22;34;61;64;80;…;
1443;1443;2020-02-08;SÃO PAULO, SP;2.000.000,00;0,00;40.486,36;1.091,27;9;3;7,5;0;2;106;1.859;17.205;4.240;4;25;26;44;46;59;64;BRAGANTINO/SP;
1444;1444;2020-02-11;SÃO PAULO, SP;2.300.000,00;0,00;37.674,85;1.397,95;9;3;7,5;0;2;77;1.715;15.940;5.079;1;10;21;27;36;59;61;…….;
1445;1445;2020-02-13;SÃO PAULO, SP;2.600.000,00;0,00;83.626,12;1.231,60;9;3;7,5;0;1;97;1.906;17.954;3.891;17;23;24;26;44;70;71;…;
1446;1446;2020-02-15;SÃO PAULO, SP;2.800.000,00;0,00;44.455,42;1.628,40;9;3;7,5;0;2;78;1.626;16.797;3.067;9;18;35;48;70;76;79;OLARIA/RJ;
1447;1447;2020-02-18;SÃO PAULO, SP;3.000.000,00;0,00;80.939,20;1.463,63;9;3;7,5;0;1;79;1.775;17.452;4.089;3;7;14;46;62;71;80;INTER LIMEIRA/SP;
1448;1448;2020-02-20;SÃO PAULO, SP;3.200.000,00;0,00;38.651,28;1.187,44;9;3;7,5;0;2;93;1.929;18.061;10.676;3;7;56;69;71;73;74;…………;
1449;1449;2020-02-22;SÃO PAULO, SP;3.500.000,00;0,00;86.671,18;1.076,66;9;3;7,5;0;1;115;2.180;20.579;4.883;1;6;9;17;26;39;66;RIVER/PI;
1450;1450;2020-02-26;SÃO PAULO, SP;3.600.000,00;0,00;52.355,27;1.526,39;9;3;7,5;0;1;49;1.038;10.237;2.314;11;20;24;56;57;60;68;SAMP.CORRÊA/MA;
1451;1451;2020-02-27;SÃO PAULO, SP;3.800.000,00;0,00;29.270,06;1.286,59;9;3;7,5;0;2;65;1.259;12.331;3.452;13;38;48;57;62;66;69;GAMA/DF;
1452;1452;2020-02-29;SÃO PAULO, SP;4.100.000,00;0,00;101.004,25;1.400,89;9;3;7,5;0;1;103;2.069;20.961;4.848;3;14;16;17;54;70;78;…;
1453;1453;2020-03-03;SÃO PAULO, SP;4.400.000,00;0,00;34.020,44;1.534,75;9;3;7,5;0;3;95;2.121;20.154;4.781;18;35;36;43;47;48;70;CRB/AL;
1454;1454;2020-03-05;SÃO PAULO, SP;4.900.000,00;0,00;52.112,83;1.474,19;9;3;7,5;0;2;101;2.218;21.234;4.298;7;16;28;35;64;73;78;…;
1455;1455;2020-03-07;SÃO PAULO, SP;5.200.000,00;0,00;106.940,05;1.755,99;9;3;7,5;0;1;87;1.960;21.062;6.563;5;46;52;61;62;75;80;REMO/PA;
