id;ddsconc;ddsdata;ddslocal;ddspremioest;ddspr07;ddspr06;ddspr05;ddspr04;ddsprmes;ddsgan07;ddsgan06;ddsgan05;ddsgan04;ddsganmes;dds01;dds02;dds03;dds04;dds05;dds06;dds07;ddsdmes;ddscidadesgan;;;;;;;;;;
424;424;2021-02-27;SÃO PAULO, SP;2.000.000,00;2.170.333,60;2.461,11;20,00;4,00;2,00;1;63;2.432;30.876;105.489;1;6;11;13;23;25;31;Novembro;;;;;;;;;;;
425;425;2021-03-02;SÃO PAULO, SP;200.000,00;0,00;6.598,50;20,00;4,00;2,00;0;14;857;13.553;43.324;16;18;19;21;26;29;31;Junho;;;;;;;;;;;
426;426;2021-03-04;SÃO PAULO, SP;400.000,00;0,00;1.832,49;20,00;4,00;2,00;0;51;1.468;19.625;61.212;1;4;14;17;23;24;27;Maio;;;;;;;;;;;
427;427;2021-03-06;SÃO PAULO, SP;700.000,00;0,00;1.377,00;20,00;4,00;2,00;0;73;2.611;28.708;57.449;2;5;9;10;11;13;24;Julho;;;;;;;;;;;
428;428;2021-03-09;SÃO PAULO, SP;900.000,00;0,00;1.478,93;20,00;4,00;2,00;0;64;2.083;24.817;96.381;4;6;7;15;17;20;21;Março;;;;;;;;;;;
429;429;2021-03-11;SÃO PAULO, SP;1.100.000,00;0,00;1.857,97;20,00;4,00;2,00;0;81;2.197;26.732;99.075;8;15;17;19;23;27;31;Setembro;;;;;;;;;;;
430;430;2021-03-13;SÃO PAULO, SP;1.400.000,00;1.428.282,94;1.996,29;20,00;4,00;2,00;1;63;2.254;27.128;96.153;2;17;19;20;24;28;31;Fevereiro;;;;;;;;;;;
431;431;2021-03-16;SÃO PAULO, SP;200.000,00;0,00;2.466,85;20,00;4,00;2,00;0;33;977;14.526;51.149;14;20;23;24;26;27;31;Novembro;;;;;;;;;;;
432;432;2021-03-18;SÃO PAULO, SP;400.000,00;356.694,34;1.520,49;20,00;4,00;2,00;1;47;1.712;19.593;66.892;5;9;12;15;24;27;28;Setembro;;;;;;;;;;;
433;433;2021-03-20;SÃO PAULO, SP;200.000,00;0,00;1.366,85;20,00;4,00;2,00;0;52;1.583;17.245;65.838;1;6;7;19;25;27;31;Setembro;;;;;;;;;;;
434;434;2021-03-23;SÃO PAULO, SP;350.000,00;0,00;3.264,88;20,00;4,00;2,00;0;23;1.216;16.636;66.599;7;12;14;22;24;30;31;Setembro;;;;;;;;;;;
435;435;2021-03-25;SÃO PAULO, SP;500.000,00;0,00;1.829,87;20,00;4,00;2,00;0;48;1.642;18.814;52.204;7;8;14;21;23;26;30;Janeiro;;;;;;;;;;;
436;436;2021-03-27;SÃO PAULO, SP;700.000,00;0,00;1.332,99;20,00;4,00;2,00;0;61;2.031;18.673;76.868;4;23;24;25;26;27;31;Setembro;;;;;;;;;;;
437;437;2021-03-30;SÃO PAULO, SP;900.000,00;0,00;4.677,52;20,00;4,00;2,00;0;21;1.428;19.834;66.944;1;14;22;26;27;28;31;Fevereiro;;;;;;;;;;;
438;438;2021-04-01;SÃO PAULO, SP;1.100.000,00;1.235.829,69;1.682,60;20,00;4,00;2,00;1;69;3.009;31.870;61.313;3;7;10;18;19;22;28;Julho;;;;;;;;;;;
439;439;2021-04-03;SÃO PAULO, SP;200.000,00;0,00;1.873,69;20,00;4,00;2,00;0;44;1.207;13.898;36.638;1;6;14;19;23;27;28;Maio;;;;;;;;;;;
440;440;2021-04-06;SÃO PAULO, SP;250.000,00;0,00;1.760,38;20,00;4,00;2,00;0;47;1.592;19.115;53.122;2;8;13;14;17;21;24;Maio;;;;;;;;;;;
441;441;2021-04-08;SÃO PAULO, SP;500.000,00;0,00;2.249,87;20,00;4,00;2,00;0;37;1.481;19.474;82.733;1;9;14;19;28;29;30;Setembro;;;;;;;;;;;
442;442;2021-04-10;SÃO PAULO, SP;700.000,00;754.747,32;1.738,16;20,00;4,00;2,00;1;82;2.291;24.463;72.561;5;12;15;18;24;26;30;Dezembro;;;;;;;;;;;
443;443;2021-04-13;SÃO PAULO, SP;200.000,00;175.015,01;1.923,24;20,00;4,00;2,00;1;39;1.365;14.442;69.264;1;6;8;10;11;21;31;Abril;;;;;;;;;;;
444;444;2021-04-15;SÃO PAULO, SP;150.000,00;0,00;2.169,86;20,00;4,00;2,00;0;34;1.129;15.657;63.939;2;5;6;10;22;26;31;Abril;;;;;;;;;;;
445;445;2021-04-17;SÃO PAULO, SP;350.000,00;386.367,27;3.060,36;20,00;4,00;2,00;1;30;1.078;15.511;47.166;1;16;18;21;24;26;30;Junho;;;;;;;;;;;
446;446;2021-04-20;SÃO PAULO, SP;150.000,00;0,00;3.064,95;20,00;4,00;2,00;0;26;1.141;15.559;49.178;3;5;6;11;16;21;27;Dezembro;;;;;;;;;;;
447;447;2021-04-22;SÃO PAULO, SP;300.000,00;0,00;1.618,59;20,00;4,00;2,00;0;54;1.591;17.547;56.187;4;7;9;18;20;26;29;Abril;;;;;;;;;;;
448;448;2021-04-24;SAO PAULO, SP;500.000,00;0,00;2.355,22;20,00;4,00;2,00;0;39;1.332;18.300;72.406;4;5;6;15;20;25;29;Março;;;;;;;;;;;
449;449;2021-04-27;SÃO PAULO, SP;700.000,00;749.857,67;2.607,14;20,00;4,00;2,00;1;34;1.493;20.391;77.702;4;6;7;16;22;23;29;Outubro;;;;;;;;;;;
450;450;2021-04-29;SÃO PAULO, SP;200.000,00;0,00;1.946,68;20,00;4,00;2,00;0;37;1.298;17.937;63.915;10;15;19;24;26;27;29;Abril;;;;;;;;;;;
451;451;2021-05-04;SÃO PAULO, SP;400.000,00;0,00;2.001,87;20,00;4,00;2,00;0;53;2.066;27.100;87.181;7;11;17;19;24;26;30;Março;;;;;;;;;;;
452;452;2021-05-06;SÃO PAULO, SP;600.000,00;0,00;1.805,80;20,00;4,00;2,00;0;56;1.781;21.623;66.852;2;10;14;17;20;21;26;Fevereiro;;;;;;;;;;;
453;453;2021-05-08;SÃO PAULO, SP;900.000,00;0,00;1.683,98;20,00;4,00;2,00;0;65;2.097;26.871;88.809;1;3;8;13;17;21;23;Outubro;;;;;;;;;;;
454;454;2021-05-11;SÃO PAULO, SP;1.100.000,00;0,00;2.726,48;20,00;4,00;2,00;0;50;2.297;31.252;70.872;3;4;10;11;13;16;17;Julho;;;;;;;;;;;
455;455;2021-05-13;SÃO PAULO, SP;1.500.000,00;763.096,23;1.536,30;20,00;4,00;2,00;2;84;2.465;31.950;126.649;9;12;13;14;21;24;29;Agosto;;;;;;;;;;;
456;456;2021-05-15;SÃO PAULO, SP;200.000,00;0,00;3.865,72;20,00;4,00;2,00;0;22;1.054;15.831;66.141;2;12;18;19;21;22;30;Março;;;;;;;;;;;
457;457;2021-05-18;SÃO PAULO, SP;400.000,00;0,00;2.287,70;20,00;4,00;2,00;0;39;1.467;18.915;50.214;4;8;12;14;15;22;29;Janeiro;;;;;;;;;;;
458;458;2021-05-20;SÃO PAULO, SP;600.000,00;295.041,30;1.755,05;20,00;4,00;2,00;2;64;1.758;20.679;81.941;9;10;14;15;22;27;28;Setembro;;;;;;;;;;;
459;459;2021-05-22;SÃO PAULO, SP;200.000,00;0,00;1.625,42;20,00;4,00;2,00;0;48;1.600;17.813;53.333;1;8;10;13;16;27;29;Fevereiro;;;;;;;;;;;
460;460;2021-05-25;SÃO PAULO, SP;400.000,00;0,00;1.809,98;20,00;4,00;2,00;0;44;1.343;17.858;62.399;7;17;18;20;21;28;31;Abril;;;;;;;;;;;
461;461;2021-05-27;SÃO PAULO, SP;500.000,00;0,00;3.162,07;20,00;4,00;2,00;0;28;1.452;18.341;49.130;2;8;11;24;25;28;29;Janeiro;;;;;;;;;;;
462;462;2021-05-29;SÃO PAULO, SP;800.000,00;0,00;2.083,32;20,00;4,00;2,00;0;46;1.727;21.739;62.375;1;5;6;10;19;21;26;Dezembro;;;;;;;;;;;
463;463;2021-06-01;SÃO PAULO, SP;900.000,00;1.072.950,20;1.931,25;20,00;4,00;2,00;1;61;2.015;24.371;58.193;5;8;10;16;22;26;30;Julho;;;;;;;;;;;
464;464;2021-06-05;SÃO PAULO, SP;200.000,00;0,00;2.872,13;20,00;4,00;2,00;0;36;1.698;22.386;77.112;7;10;11;15;21;25;31;Abril;;;;;;;;;;;
465;465;2021-06-08;SÃO PAULO, SP;500.000,00;0,00;2.724,38;20,00;4,00;2,00;0;34;1.371;19.008;67.363;1;9;20;25;27;30;31;Abril;;;;;;;;;;;
466;466;2021-06-10;SÃO PAULO, SP;650.000,00;665.239,70;1.370,42;20,00;4,00;2,00;1;65;1.952;21.852;69.523;2;5;8;13;15;20;25;Agosto;;;;;;;;;;;
467;467;2021-06-12;SÃO PAULO, SP;200.000,00;0,00;2.356,13;20,00;4,00;2,00;0;34;1.279;16.998;56.425;5;6;9;21;22;25;29;Maio;;;;;;;;;;;
468;468;2021-06-15;SÃO PAULO, SP;400.000,00;351.631,05;715,20;20,00;4,00;2,00;1;141;3.364;27.269;63.896;3;7;8;10;17;24;28;Abril;;;;;;;;;;;
469;469;2021-06-17;SÃO PAULO, SP;200.000,00;203.168,47;2.123,71;20,00;4,00;2,00;1;41;1.386;17.957;45.248;5;6;7;8;11;14;26;Julho;;;;;;;;;;;
470;470;2021-06-19;SÃO PAULO, SP;200.000,00;0,00;1.946,06;20,00;4,00;2,00;0;41;1.454;18.199;66.290;1;12;14;15;16;19;23;Outubro;;;;;;;;;;;
471;471;2021-06-22;SÃO PAULO, SP;400.000,00;380.918,30;2.384,64;20,00;4,00;2,00;1;35;1.532;19.810;60.918;2;3;11;12;19;24;27;Novembro;;;;;;;;;;;
472;472;2021-06-24;SÃO PAULO, SP;200.000,00;0,00;1.249,27;20,00;4,00;2,00;0;70;2.110;20.687;58.089;5;7;9;10;22;25;29;Março;;;;;;;;;;;
473;473;2021-06-26;SÃO PAULO, SP;350.000,00;0,00;2.428,20;20,00;4,00;2,00;0;35;1.298;16.109;43.458;2;9;11;16;20;27;28;Julho;;;;;;;;;;;
474;474;2021-06-29;SÃO PAULO, SP;500.000,00;0,00;1.626,91;20,00;4,00;2,00;0;76;1.810;20.642;47.814;6;8;9;12;14;17;19;Julho;;;;;;;;;;;
475;475;2021-07-01;SÃO PAULO, SP;700.000,00;0,00;1.341,27;20,00;4,00;2,00;0;65;2.176;24.691;73.393;10;14;15;18;23;27;29;Agosto;;;;;;;;;;;
476;476;2021-07-03;SÃO PAULO, SP;1.000.000,00;1.016.441,60;2.065,75;20,00;4,00;2,00;1;56;2.371;27.176;99.364;2;5;6;10;23;27;31;Outubro;;;;;;;;;;;
477;477;2021-07-06;SÃO PAULO, SP;200.000,00;59.101,35;1.644,74;20,00;4,00;2,00;3;66;1.968;20.624;64.582;2;5;8;12;19;23;26;Março;;;;;;;;;;;
478;478;2021-07-08;SÃO PAULO, SP;200.000,00;0,00;1.889,91;20,00;4,00;2,00;0;44;1.789;21.532;51.546;3;4;9;27;29;30;31;Junho;;;;;;;;;;;
479;479;2021-07-10;SÃO PAULO, SP;400.000,00;0,00;2.782,41;20,00;4,00;2,00;0;32;1.260;18.283;67.868;1;5;12;13;15;20;23;Abril;;;;;;;;;;;
480;480;2021-07-13;SÃO PAULO, SP;600.000,00;0,00;1.554,29;20,00;4,00;2,00;0;53;1.918;22.840;86.382;3;6;10;17;20;28;31;Setembro;;;;;;;;;;;
481;481;2021-07-15;SÃO PAULO, SP;800.000,00;0,00;3.753,84;20,00;4,00;2,00;0;29;1.381;19.653;58.746;4;5;11;14;23;24;31;Junho;;;;;;;;;;;
482;482;2021-07-17;SÃO PAULO, SP;1.100.000,00;0,00;2.471,29;20,00;4,00;2,00;0;50;2.049;26.779;82.406;1;8;18;23;25;29;30;Fevereiro;;;;;;;;;;;
483;483;2021-07-20;SÃO PAULO, SP;1.300.000,00;0,00;1.758,89;20,00;4,00;2,00;0;79;2.629;31.411;93.834;2;9;11;12;16;23;29;Novembro;;;;;;;;;;;
484;484;2021-07-22;SÃO PAULO, SP;1.800.000,00;0,00;3.617,84;20,00;4,00;2,00;0;42;1.831;26.889;95.901;1;4;9;14;20;25;26;Janeiro;;;;;;;;;;;
485;485;2021-07-24;SÃO PAULO, SP;2.000.000,00;0,00;1.929,46;20,00;4,00;2,00;0;92;3.398;39.175;106.909;4;20;21;22;23;26;28;Novembro;;;;;;;;;;;
