idduplasena;dsconc;dsdata;dslocal;dspremioest;ds01pr06;ds01pr05;ds01pr04;ds01pr03;ds02pr06;ds02pr05;ds02pr04;ds02pr03;ds01gan06;ds01gan05;ds01gan04;ds01gan03;ds02gan06;ds02gan05;ds02gan04;ds02gan03;ds01d01;ds01d02;ds01d03;ds01d04;ds01d05;ds01d06;ds02d01;ds02d02;ds02d03;ds02d04;ds02d05;ds02d06;dscidadesgan
133;133;2003-03-07;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;1.859,63;53,64;0,00;0;0;0;0;0;50;1.727;0;3;27;29;38;41;47;1;8;9;19;20;30;
134;134;2003-03-11;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;10.055,15;73,33;0,00;0;0;0;0;0;8;1.093;0;19;21;22;25;29;31;3;12;33;37;40;46;
135;135;2003-03-14;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.580,31;74,81;0,00;0;0;0;0;0;25;1.192;0;2;3;12;13;26;44;3;6;43;45;46;49;
136;136;2003-03-18;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.634,72;129,15;0,00;0;0;0;0;0;15;652;0;6;10;20;26;38;47;2;21;27;37;40;46;
137;137;2003-03-21;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.993,77;82,50;0,00;0;0;0;0;0;26;1.254;0;14;18;29;31;42;48;1;4;15;20;33;35;
138;138;2003-03-25;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;150.133,30;4.351,69;80,94;0,00;0;0;0;0;1;23;1.232;0;1;2;3;11;24;42;5;16;21;35;36;40;
139;139;2003-03-28;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.828,00;73,51;0,00;0;0;0;0;0;37;1.418;0;13;19;29;42;44;48;7;8;17;18;32;50;
140;140;2003-04-01;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.141,00;46,07;0,00;0;0;0;0;0;46;2.130;0;4;8;43;44;46;47;7;12;17;19;32;47;
141;141;2003-04-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.390,34;57,66;0,00;0;0;0;0;0;46;1.900;0;15;27;32;33;42;43;9;15;19;36;39;42;
142;142;2003-04-08;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.814,29;56,10;0,00;0;0;0;0;0;39;1.949;0;5;6;20;36;38;45;5;7;14;34;43;46;
143;143;2003-04-11;SÃO PAULO, SP;0,00;2.950.802,89;0,00;0,00;0,00;0,00;3.396,15;69,91;0,00;1;0;0;0;0;35;1.694;0;1;6;19;32;44;49;21;25;35;39;43;47;
144;144;2003-04-15;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.647,46;55,96;0,00;0;0;0;0;0;30;1.414;0;8;21;35;42;45;49;6;24;28;33;35;42;
145;145;2003-04-18;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.773,64;92,43;0,00;0;0;0;0;0;11;566;0;12;15;19;29;43;47;2;12;26;31;38;42;
146;146;2003-04-22;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.964,73;51,03;0,00;0;0;0;0;0;17;1.316;0;8;11;14;34;42;47;7;9;11;28;32;47;
147;147;2003-04-25;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.703,05;58,07;0,00;0;0;0;0;0;35;1.623;0;5;9;33;34;40;44;5;12;21;27;32;43;
148;148;2003-04-29;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.406,63;77,20;0,00;0;0;0;0;0;29;1.275;0;9;27;28;32;48;49;1;11;18;19;34;44;
149;149;2003-05-02;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.200,60;74,62;0,00;0;0;0;0;0;23;1.290;0;18;31;37;39;41;50;5;20;24;27;38;41;
150;150;2003-05-06;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;7.624,89;95,41;0,00;0;0;0;0;0;13;1.035;0;3;5;10;13;27;50;10;29;34;47;48;50;
151;151;2003-05-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.937,13;62,82;0,00;0;0;0;0;0;36;1.677;0;12;20;22;27;37;41;1;6;13;28;29;44;
152;152;2003-05-13;SÃO PAULO, SP;0,00;2.419.133,61;0,00;0,00;0,00;79.107,07;4.794,37;82,42;0,00;1;0;0;0;2;22;1.275;0;8;24;25;42;47;49;23;26;27;40;41;45;
153;153;2003-05-16;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.292,68;75,03;0,00;0;0;0;0;0;18;1.026;0;3;8;15;21;38;41;9;24;28;31;37;43;
154;154;2003-05-20;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.209,94;68,88;0,00;0;0;0;0;0;18;1.096;0;1;2;4;13;17;19;12;19;20;25;26;46;
155;155;2003-05-23;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.663,46;58,15;0,00;0;0;0;0;0;25;1.569;0;3;7;22;25;31;37;9;12;19;21;26;32;
156;156;2003-05-27;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;9.355,19;74,56;0,00;0;0;0;0;0;9;1.125;0;8;19;21;32;37;46;4;10;18;20;33;46;
157;157;2003-05-30;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.907,99;59,68;0,00;0;0;0;0;0;31;1.505;0;9;22;27;35;36;45;1;7;12;16;23;26;
158;158;2003-06-03;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.547,23;113,21;0,00;0;0;0;0;0;16;781;0;2;10;14;20;29;38;2;22;29;30;39;41;
159;159;2003-06-06;SÃO PAULO, SP;0,00;1.672.571,34;0,00;0,00;0,00;0,00;5.857,64;64,13;0,00;1;0;0;0;0;17;1.547;0;3;12;21;28;37;42;3;4;10;11;40;47;
160;160;2003-06-10;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.556,85;53,09;0,00;0;0;0;0;0;20;1.335;0;6;19;27;34;37;38;3;17;19;35;38;45;
161;161;2003-06-13;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.728,62;72,48;0,00;0;0;0;0;0;17;1.105;0;9;24;26;29;35;44;7;11;25;30;36;49;
162;162;2003-06-17;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.828,03;55,61;0,00;0;0;0;0;0;27;1.368;0;31;38;39;40;43;44;8;13;14;23;27;39;
163;163;2003-06-20;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;116.046,26;3.684,01;68,51;0,00;0;0;0;0;1;21;1.125;0;15;19;20;25;34;46;4;16;20;22;35;49;
164;164;2003-06-24;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.650,08;77,52;0,00;0;0;0;0;0;17;1.016;0;4;23;40;41;45;47;19;20;26;27;33;50;
165;165;2003-06-27;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.660,70;67,40;0,00;0;0;0;0;0;27;1.461;0;6;11;16;26;44;49;7;19;20;26;35;38;
166;166;2003-07-01;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.015,35;45,19;0,00;0;0;0;0;0;25;2.213;0;27;36;39;40;41;47;6;9;11;16;49;50;
167;167;2003-07-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.760,51;98,78;0,00;0;0;0;0;0;16;1.091;0;11;12;14;17;21;33;2;16;26;35;39;50;
168;168;2003-07-08;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.429,85;96,30;0,00;0;0;0;0;0;23;1.292;0;7;14;17;20;21;29;8;17;31;32;41;49;
169;169;2003-07-11;SÃO PAULO, SP;0,00;2.682.725,50;0,00;0,00;0,00;0,00;4.590,42;69,58;0,00;1;0;0;0;0;29;1.906;0;1;12;22;23;38;46;4;12;20;27;32;36;
170;170;2003-07-15;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.938,50;57,53;0,00;0;0;0;0;0;15;1.283;0;4;16;29;33;42;49;12;16;18;23;43;47;
171;171;2003-07-18;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;9.297,57;84,20;0,00;0;0;0;0;0;9;990;0;16;21;25;31;35;43;21;23;25;33;45;46;
172;172;2003-07-22;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.251,57;60,42;0,00;0;0;0;0;0;20;1.402;0;6;11;25;34;42;47;2;12;15;16;28;34;
173;173;2003-07-25;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;7.365,63;68,38;0,00;0;0;0;0;0;13;1.395;0;3;14;22;25;27;44;15;16;26;35;44;49;
174;174;2003-07-29;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;132.817,96;2.213,64;66,28;0,00;0;0;0;0;1;40;1.331;0;9;11;12;19;29;34;10;12;15;28;43;50;
175;175;2003-08-01;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.818,48;83,99;0,00;0;0;0;0;0;20;1.143;0;2;15;28;44;45;48;1;6;12;22;37;43;
176;176;2003-08-05;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.517,99;88,84;0,00;0;0;0;0;0;21;1.064;0;9;19;21;22;29;46;6;10;27;31;39;48;
177;177;2003-08-08;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.744,22;63,28;0,00;0;0;0;0;0;26;1.942;0;13;20;23;31;33;36;7;28;40;44;47;49;
178;178;2003-08-12;SÃO PAULO, SP;0,00;2.483.253,57;0,00;0,00;0,00;0,00;4.252,01;80,69;0,00;1;0;0;0;0;30;1.575;0;7;8;10;14;21;44;9;15;18;29;41;49;
179;179;2003-08-15;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.611,02;99,07;0,00;0;0;0;0;0;14;790;0;13;15;18;21;29;33;11;16;17;20;36;40;
180;180;2003-08-19;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;7.567,38;96,04;0,00;0;0;0;0;0;10;785;0;2;9;20;35;38;42;9;21;26;28;31;33;
181;181;2003-08-22;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.365,94;93,46;0,00;0;0;0;0;0;14;950;0;3;19;25;30;33;49;11;25;28;30;38;49;
182;182;2003-08-26;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.869,18;53,00;0,00;0;0;0;0;0;32;1.726;0;3;17;26;42;45;49;5;11;13;16;22;23;
183;183;2003-08-29;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.663,47;68,82;0,00;0;0;0;0;0;29;1.538;0;21;24;26;39;42;49;6;10;13;16;36;38;
184;184;2003-09-02;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;156.261,81;4.166,99;55,89;0,00;0;0;0;0;1;25;1.857;0;8;19;39;44;46;47;7;14;17;24;28;48;
185;185;2003-09-05;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.145,73;56,93;0,00;0;0;0;0;0;35;1.927;0;10;31;42;44;46;49;4;7;8;19;29;43;
186;186;2003-09-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.400,47;79,53;0,00;0;0;0;0;0;24;1.323;0;1;14;15;22;30;36;9;20;22;27;41;50;
187;187;2003-09-12;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.469,95;71,57;0,00;0;0;0;0;0;33;1.594;0;4;9;10;11;26;37;2;10;11;12;37;42;
188;188;2003-09-16;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.880,38;60,95;0,00;0;0;0;0;0;28;1.776;0;2;6;9;24;33;49;3;24;28;35;37;48;
189;189;2003-09-19;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;9.691,00;90,80;0,00;0;0;0;0;0;12;1.276;0;1;3;17;18;25;33;17;18;27;30;47;49;
190;190;2003-09-23;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;172.190,55;1.913,23;58,80;0,00;0;0;0;0;1;60;1.945;0;2;11;29;36;43;45;2;3;25;47;48;49;
191;191;2003-09-26;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.838,89;52,72;0,00;0;0;0;0;0;40;2.146;0;3;31;34;35;37;43;2;9;10;11;27;41;
192;192;2003-09-30;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;194.900,70;2.764,55;55,46;0,00;0;0;0;0;1;47;2.334;0;2;9;19;21;23;31;3;5;27;28;33;44;
193;193;2003-10-03;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.106,59;67,76;0,00;0;0;0;0;0;39;2.355;0;6;16;40;41;46;47;13;17;30;36;44;46;
194;194;2003-10-07;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.623,43;80,77;0,00;0;0;0;0;0;36;2.053;0;2;6;12;13;18;19;4;20;26;32;36;47;
195;195;2003-10-10;SÃO PAULO, SP;0,00;5.327.708,10;0,00;0,00;0,00;0,00;4.588,51;62,90;0,00;1;0;0;0;0;44;3.198;0;5;20;30;32;34;42;5;6;12;23;25;40;
196;196;2003-10-14;SÃO PAULO, SP;0,00;412.346,54;0,00;0,00;0,00;0,00;8.111,47;92,41;0,00;1;0;0;0;0;9;787;0;23;28;32;42;43;45;21;23;29;33;40;45;
197;197;2003-10-17;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.573,42;53,26;0,00;0;0;0;0;0;29;1.396;0;3;12;13;18;31;40;4;12;16;29;33;35;
198;198;2003-10-21;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.801,19;70,37;0,00;0;0;0;0;0;17;915;0;7;30;35;38;39;43;7;25;31;38;39;44;
199;199;2003-10-24;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.658,04;88,99;0,00;0;0;0;0;0;22;901;0;1;11;25;33;40;48;2;19;29;38;39;46;
200;200;2003-10-28;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;8.919,01;116,34;0,00;0;0;0;0;0;8;611;0;4;6;8;23;29;36;23;32;34;38;39;50;
201;201;2003-10-31;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.991,36;74,34;0,00;0;0;0;0;0;14;1.124;0;8;31;32;43;44;49;13;20;41;42;44;49;
202;202;2003-11-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.444,86;61,53;0,00;0;0;0;0;0;34;1.346;0;1;3;5;18;38;41;8;17;21;33;46;49;
203;203;2003-11-07;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.370,79;87,08;0,00;0;0;0;0;0;23;1.150;0;12;24;36;37;40;44;21;34;36;37;43;46;
204;204;2003-11-11;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.162,68;90,07;0,00;0;0;0;0;0;23;1.059;0;2;6;28;34;39;40;3;34;35;36;41;44;
205;205;2003-11-14;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;91.247,76;2.253,03;63,70;0,00;0;0;0;0;2;54;1.903;0;8;28;33;35;45;48;4;8;23;37;44;50;
206;206;2003-11-18;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.847,48;78,43;0,00;0;0;0;0;0;19;1.170;0;7;8;16;21;26;45;4;10;12;30;42;46;
207;207;2003-11-21;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.815,80;81,52;0,00;0;0;0;0;0;39;1.342;0;12;15;16;27;36;43;13;30;35;38;44;45;
208;208;2003-11-25;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;7.649,15;89,17;0,00;0;0;0;0;0;13;1.111;0;9;10;18;38;39;46;28;31;36;47;48;49;
209;209;2003-11-28;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.763,57;76,24;0,00;0;0;0;0;0;19;1.431;0;2;10;23;30;36;47;2;5;30;35;38;42;
210;210;2003-12-02;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.243,74;80,02;0,00;0;0;0;0;0;21;1.371;0;4;20;29;38;39;42;11;22;25;36;37;45;
211;211;2003-12-05;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.485,15;83,86;0,00;0;0;0;0;0;28;1.492;0;10;13;25;28;31;36;3;10;14;29;40;47;
212;212;2003-12-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.770,71;58,02;0,00;0;0;0;0;0;25;2.048;0;8;17;19;29;34;40;13;14;17;22;27;49;
213;213;2003-12-12;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.382,22;51,79;0,00;0;0;0;0;0;59;2.704;0;4;8;12;13;18;35;7;15;19;42;47;49;
214;214;2003-12-16;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.663,50;63,58;0,00;0;0;0;0;0;53;2.212;0;12;20;21;22;34;47;2;14;35;36;42;47;
215;215;2003-12-19;SÃO PAULO, SP;0,00;5.650.886,38;0,00;0,00;0,00;0,00;4.116,66;76,15;0,00;1;0;0;0;0;41;2.208;0;8;11;18;25;40;44;2;3;11;21;30;42;
216;216;2003-12-23;SÃO PAULO, SP;0,00;386.240,61;0,00;0,00;0,00;0,00;4.668,98;66,05;0,00;1;0;0;0;0;19;1.338;0;15;21;33;39;40;50;13;15;18;19;39;50;
217;217;2003-12-26;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.491,06;82,32;0,00;0;0;0;0;0;14;761;0;2;5;18;26;36;37;3;15;20;30;35;40;
218;218;2003-12-30;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.714,77;114,43;0,00;0;0;0;0;0;13;760;0;7;19;30;34;37;41;17;18;28;36;41;46;
219;219;2004-01-02;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.358,90;53,41;0,00;0;0;0;0;0;28;1.232;0;3;4;13;21;29;35;4;17;18;22;25;43;
220;220;2004-01-06;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.111,28;70,07;0,00;0;0;0;0;0;25;1.106;0;5;6;11;19;31;33;18;24;41;42;47;50;
221;221;2004-01-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.158,85;65,09;0,00;0;0;0;0;0;43;1.421;0;16;17;21;33;34;39;1;2;14;19;32;37;
222;222;2004-01-13;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.006,66;68,74;0,00;0;0;0;0;0;28;1.220;0;11;15;28;35;41;43;8;10;12;31;45;50;
223;223;2004-01-16;SÃO PAULO, SP;0,00;1.689.711,80;0,00;0,00;0,00;0,00;2.659,30;74,86;0,00;1;0;0;0;0;36;1.274;0;3;13;14;26;44;45;14;17;24;25;48;50;
224;224;2004-01-20;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;8.756,57;79,72;0,00;0;0;0;0;0;7;766;0;1;7;13;26;42;44;2;10;34;36;38;39;
225;225;2004-01-23;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.545,45;60,32;0,00;0;0;0;0;0;29;1.219;0;13;25;28;45;47;49;12;29;36;44;47;48;
226;226;2004-01-27;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.470,62;89,53;0,00;0;0;0;0;0;10;720;0;3;20;28;35;44;47;3;22;24;29;31;32;
227;227;2004-01-30;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.982,53;98,87;0,00;0;0;0;0;0;11;774;0;1;10;14;19;33;40;14;21;22;26;30;39;
228;228;2004-02-03;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;107.591,40;4.219,27;84,57;0,00;0;0;0;0;1;17;845;0;3;11;12;14;21;30;8;15;22;26;39;50;
229;229;2004-02-06;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.604,43;55,47;0,00;0;0;0;0;0;35;1.637;0;5;8;19;28;30;48;6;9;10;23;37;46;
230;230;2004-02-10;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.647,82;84,53;0,00;0;0;0;0;0;18;986;0;5;12;21;26;45;47;1;6;7;33;34;46;
231;231;2004-02-13;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.200,06;54,22;0,00;0;0;0;0;0;49;1.981;0;4;5;12;26;36;41;6;15;18;22;25;46;
232;232;2004-02-17;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.917,83;70,10;0,00;0;0;0;0;0;19;1.328;0;12;14;27;44;47;48;7;21;27;32;46;48;
233;233;2004-02-20;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;80.602,85;1.472,20;42,61;0,00;0;0;0;0;2;73;2.513;0;5;24;25;27;38;43;2;5;6;19;27;48;
234;234;2004-02-27;SÃO PAULO, SP;0,00;2.537.529,53;0,00;0,00;0,00;0,00;5.569,16;78,81;0,00;1;0;0;0;0;20;1.408;0;4;22;29;35;36;47;2;37;42;44;47;48;
235;235;2004-03-02;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.629,97;55,85;0,00;0;0;0;0;0;23;1.079;0;13;18;21;22;25;45;10;11;13;19;35;39;
236;236;2004-03-05;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.003,06;70,90;0,00;0;0;0;0;0;25;1.055;0;16;18;21;25;26;35;3;10;15;20;23;46;
237;237;2004-03-09;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.014,95;57,05;0,00;0;0;0;0;0;32;1.126;0;14;24;26;28;29;43;4;9;14;36;44;45;
238;238;2004-03-12;SÃO PAULO, SP;0,00;886.122,65;0,00;0,00;0,00;0,00;2.831,31;53,40;0,00;1;0;0;0;0;28;1.479;0;6;7;14;24;45;48;8;13;27;37;43;49;
239;239;2004-03-16;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.500,18;58,88;0,00;0;0;0;0;0;23;973;0;1;7;16;37;42;45;9;14;33;38;45;48;
240;240;2004-03-19;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.340,20;66,18;0,00;0;0;0;0;0;21;1.056;0;17;27;31;34;44;47;1;9;13;16;21;26;
241;241;2004-03-23;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.936,55;99,61;0,00;0;0;0;0;0;16;630;0;3;5;16;18;45;48;16;25;31;41;46;48;
242;242;2004-03-26;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.520,15;60,66;0,00;0;0;0;0;0;17;1.262;0;3;13;14;16;25;26;1;5;11;17;35;49;
243;243;2004-03-30;SÃO PAULO, SP;0,00;1.021.865,61;0,00;0,00;0,00;0,00;3.350,79;56,06;0,00;1;0;0;0;0;20;1.191;0;3;16;17;31;39;40;6;12;13;19;20;32;
244;244;2004-04-02;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.859,00;53,22;0,00;0;0;0;0;0;23;1.231;0;17;26;31;41;42;44;17;23;24;29;46;47;
245;245;2004-04-06;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.623,52;59,37;0,00;0;0;0;0;0;16;973;0;2;5;20;40;43;46;9;12;18;33;34;43;
246;246;2004-04-13;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.131,63;99,76;0,00;0;0;0;0;0;13;796;0;11;21;26;27;38;50;1;2;12;31;37;50;
247;247;2004-04-16;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.419,37;53,49;0,00;0;0;0;0;0;31;1.397;0;2;12;18;24;46;47;6;13;19;31;48;50;
248;248;2004-04-20;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.628,28;63,64;0,00;0;0;0;0;0;20;1.136;0;10;13;14;22;23;41;11;23;26;39;44;48;
249;249;2004-04-23;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.553,32;59,86;0,00;0;0;0;0;0;32;1.360;0;4;7;8;11;46;48;17;21;23;29;32;43;
250;250;2004-04-27;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.259,58;66,72;0,00;0;0;0;0;0;18;1.145;0;14;18;23;28;31;48;8;17;34;35;45;47;
251;251;2004-04-30;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;131.568,45;12.530,33;113,34;0,00;0;0;0;0;1;7;771;0;1;4;6;35;43;47;1;21;24;38;39;49;
252;252;2004-05-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.100,30;53,62;0,00;0;0;0;0;0;23;1.325;0;5;14;19;31;36;42;12;18;19;34;38;47;
253;253;2004-05-07;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.280,25;77,73;0,00;0;0;0;0;0;22;1.207;0;3;5;12;13;25;43;6;7;11;38;39;43;
254;254;2004-05-11;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;10.768,73;74,76;0,00;0;0;0;0;0;8;1.148;0;14;18;21;29;40;41;9;28;41;42;43;47;
255;255;2004-05-14;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.983,89;76,50;0,00;0;0;0;0;0;25;1.297;0;24;25;33;37;39;47;4;5;15;29;31;43;
256;256;2004-05-18;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.085,84;81,50;0,00;0;0;0;0;0;18;1.119;0;7;29;30;34;35;47;2;6;12;41;44;45;
257;257;2004-05-21;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.913,73;58,12;0,00;0;0;0;0;0;36;1.798;0;5;11;23;33;46;48;2;3;5;26;29;48;
258;258;2004-05-25;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;6.152,27;84,91;0,00;0;0;0;0;0;16;1.155;0;19;21;29;32;35;48;17;22;29;31;37;48;
259;259;2004-05-28;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.323,62;102,62;0,00;0;0;0;0;0;22;1.137;0;10;17;22;28;29;40;15;20;31;37;41;48;
260;260;2004-06-01;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;4.978,94;103,53;0,00;0;0;0;0;0;23;1.102;0;5;18;26;35;40;42;5;6;26;30;40;49;
261;261;2004-06-04;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;2.611,52;62,75;0,00;0;0;0;0;0;54;2.239;0;15;20;26;27;30;40;3;17;28;36;39;48;
262;262;2004-06-08;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;3.491,59;69,07;0,00;0;0;0;0;0;38;1.914;0;9;23;25;36;44;50;2;7;20;28;35;49;
263;263;2004-06-11;SÃO PAULO, SP;0,00;5.411.630,98;0,00;0,00;0,00;197.072,22;2.052,84;59,63;0,00;1;0;0;0;1;64;2.195;0;11;15;17;30;42;48;1;6;13;25;36;43;
264;264;2004-06-15;SÃO PAULO, SP;0,00;0,00;0,00;0,00;0,00;0,00;5.589,26;91,43;0,00;0;0;0;0;0;11;670;0;4;5;13;30;38;41;22;23;24;31;39;43;
